Age,Frequency,Temp
3.41073,117.9920726,15.34309025
3.42556,47.31573359,19.4954179
3.43744,148.4815515,5.439007632
3.56909,150.597476,19.08155554
3.58158,26.74285702,16.15769961
3.60574,37.36120145,15.2346806
3.61751,63.83731935,15.16606999
3.62631,61.05400988,2.055176108
3.63624,40.73214511,15.54961328
3.65183,163.3184924,9.05242558
3.66517,8.714170039,11.38145132
3.6769,129.8897891,16.51753834
3.68897,136.0534229,3.713968271
3.70128,58.72413872,4.674052754
3.71343,102.7986309,14.95553197
3.72529,54.74617174,17.43943187
3.73611,85.03318748,5.149642376
3.74726,16.15407151,13.75934888
3.75966,123.2920873,8.749898797
3.77206,199.0409358,13.44435703
3.78402,155.5432269,6.782899728
3.79601,179.6942607,7.301947226
3.80816,73.28591563,8.225437425
3.81744,28.61760831,1.21644392
3.83218,50.1917689,19.28423204
3.84379,100.2925873,14.4613165
3.85557,127.4309663,7.010601757
3.86721,98.98072999,2.671873706
3.88009,72.43407482,10.56639328
3.8883,168.8579402,2.736660121
3.90487,182.4105168,17.12989739
3.91643,11.25137822,6.304823261
3.92905,150.5216817,7.024718194
3.94172,1.666754106,4.78835291
3.95367,90.39354663,15.34961097
3.96647,118.8886172,14.74479189
3.97873,119.0708596,6.044949754
3.98962,104.480476,17.50383843
3.98962,150.6717415,2.085002192
4.01689,22.04133971,18.91819197
4.01689,153.8872921,8.15441176
4.02942,2.145186969,6.41229637
4.04161,30.87683336,2.381589432
4.0544,133.728827,11.64982891
4.06709,128.9914826,16.44351326
4.07996,33.61480046,3.203991535
4.09209,88.52998139,6.130679189
4.10332,163.0584585,5.769128631
4.1178,188.4497604,3.168217379
4.1301,178.6129102,16.05069301
4.14378,159.5266097,14.88966059
4.15614,165.1201051,7.365714613
4.16817,91.27563084,0.200076736
4.18243,168.4798153,6.320608766
4.19507,192.7965276,10.70001594
4.20752,26.61096084,10.83465368
4.21928,136.4614093,15.41517029
4.23173,109.4505741,2.746770743
4.2444,178.0153322,7.716843287
4.25679,51.82163836,5.692005532
4.26911,134.1802523,9.892366898
4.29427,12.77087912,10.59742259
4.29427,35.06206792,3.097062037
4.30731,186.7690006,3.337644464
4.32007,68.56652321,10.98253779
4.33297,174.9590627,8.831412172
4.34521,58.91018946,0.395865211
4.35767,171.7907805,10.18252516
4.37044,125.4722557,18.49047904
4.3804,97.9925091,10.77187457
4.3959,68.50059893,10.00199061
4.40916,0.538025289,15.33999317
4.42179,69.11486777,11.46789756
4.43329,23.94367954,19.30786128
4.44544,165.1293079,11.22391248
4.46016,123.6071293,18.41446823
4.47302,81.13435844,16.88427485
4.48559,126.2616695,10.31392003
4.49801,105.6784847,1.821471531
4.51066,85.37717384,0.618006918
4.52062,111.7913368,14.81144907
4.53626,37.59704617,7.636597886
4.54961,8.042513368,1.321357473
4.56299,129.0012727,9.500060656
4.57588,5.682187882,18.12490901
4.58879,165.1130328,15.94899863
4.60261,17.95803144,3.976538607
4.61538,143.1465841,9.680870807
4.62865,168.9763074,7.671104461
4.64113,84.8545238,10.10763741
4.65435,84.44756455,6.742877976
4.66728,26.16309866,5.010163129
4.68099,110.0624048,8.797202873
4.69271,7.687598605,14.76075157
4.70696,54.82956079,4.005863952
4.71955,141.8018348,1.377269459
4.73185,11.4807021,12.16327101
4.74497,103.3012421,6.960911696
4.7592,172.9610625,5.368736971
4.77106,149.2523509,0.646850898
4.78446,163.0411412,2.535365197
4.79821,112.7348086,1.916336788
4.81147,113.5521656,2.204814582
4.82409,107.0675861,9.824077353
4.83594,105.4544948,3.894030832
4.85113,154.6206681,4.38969779
4.85774,144.3808661,12.26243413
4.87831,106.1149245,19.09032569
4.8912,8.048022091,19.23307236
4.90408,2.490882295,8.665948492
4.91732,20.47244073,5.726152886
4.93074,89.51263262,4.2310796
4.94326,63.75377736,14.15643616
4.95743,31.08065649,8.598370562
4.97054,188.282354,17.77979385
4.98365,163.2020071,1.578445885
4.99637,118.4709899,10.38723401
5.0099,95.63386637,2.795878572
5.02375,175.8524898,1.598138255
5.03789,26.94962907,11.43187605
5.05163,72.84586159,6.718108412
5.06591,39.07979846,7.191899544
5.079,1.59087645,6.268024498
5.09219,174.7328449,13.79217103
5.10608,151.8574998,19.11005667
5.12067,25.58680007,11.66844766
5.13425,90.56736345,17.09484878
5.14763,139.4076014,11.47770396
5.16182,135.9140888,12.70864875
5.17577,37.85931171,19.72717231
5.18944,195.8627252,0.98041027
5.20357,36.12516439,10.94913657
5.21773,156.7101697,14.24748114
5.21773,2.054110073,13.92310675
5.23162,129.23943,10.8836555
5.24623,106.8658966,12.90976623
5.26047,40.24055864,6.466827245
5.27477,61.27068258,11.05206602
5.28829,195.2071718,5.433417841
5.30205,15.7272817,10.29947819
5.32744,153.8397272,8.921977184
5.3455,146.6859178,18.45606536
5.36025,51.02025329,15.73712673
5.375,37.18305099,3.88351605
5.38914,38.07862295,0.601899371
5.40291,20.51702698,19.87561779
5.41721,12.63330824,7.476597976
5.43101,88.32034718,3.124193148
5.44433,140.6774311,4.503657585
5.45868,29.98463314,18.99069463
5.47304,83.7801815,4.312340587
5.48824,144.3230479,19.67624177
5.50254,119.1335688,19.78706017
5.51717,125.356356,11.5785776
5.53212,79.14971324,8.468862414
5.54742,181.1448841,17.82900795
5.56237,133.7255432,19.07387083
5.57743,46.53703447,9.454780605
5.59189,109.9443761,18.27598926
5.60692,145.7896138,3.069797031
5.62163,28.68942829,3.24050828
5.63604,48.38092737,2.549946331
5.90023,92.66555709,6.668288839
5.91558,125.0600679,15.21379489
5.93039,97.61637459,8.598575676
5.94535,75.61423328,16.7267754
5.96034,65.51218943,4.303783099
5.97573,89.19537366,14.97857061
5.99083,52.26599724,3.860445919
6.00596,189.8174077,16.71648966
6.0209,150.6061842,11.52102086
6.03496,32.45720658,9.409516661
6.05012,114.4783879,16.02804441
6.06553,37.19675817,5.382983851
6.08086,152.4483052,11.89720216
6.09623,197.3290883,8.570311871
6.11194,183.3880081,14.49796875
6.12764,8.633413584,17.37860251
6.14418,18.22374493,9.215482671
6.16034,58.36140995,3.697275911
6.17614,152.8766646,18.56678717
6.19186,45.48041762,14.68790209
6.20587,22.81526689,12.10927979
6.22051,128.2827397,2.733678608
6.23664,184.0123102,10.95722494
6.25305,113.8818972,8.256460222
6.26872,67.29001389,14.28091721
6.28533,51.76506909,13.95324079
6.30184,95.57996059,4.673648519
6.31832,30.75479279,4.074896004
6.33371,41.25090971,17.74550273
6.34887,57.74836124,6.270291212
6.3651,58.4449737,2.275586239
6.38053,67.54580003,12.92332672
6.39576,30.74081284,15.99271898
6.41131,72.39484224,16.0619258
6.42644,119.9143537,18.59458369
6.44171,149.4997041,9.904879083
6.4541,56.20417308,11.83282063
6.46942,134.1474377,14.27369226
6.48984,156.1873127,14.8591058
6.50569,153.5660925,10.41515297
6.52176,46.0197824,14.12468835
6.53822,113.9067729,15.36479767
6.55345,110.0945888,18.92287986
6.5695,61.68628,9.482121493
6.58525,180.7222815,12.43681244
6.6005,58.39171699,6.137859681
6.61583,101.9255691,6.4456715
6.63207,23.1424649,7.907238635
6.64779,55.31989904,3.527287332
6.66322,84.85529556,16.41707255
6.67915,145.6193598,8.732669222
6.69554,47.55861052,16.97969838
6.71102,99.52634515,1.370982997
6.72716,37.22353619,7.917819123
6.74347,31.35251266,12.29767933
6.75923,86.7408215,3.360076385
6.77629,14.56265949,14.0198097
6.79228,147.5503508,4.564193512
6.80946,61.44056539,12.24463777
6.82614,40.30739739,15.95622669
6.84355,162.3801086,1.599486695
6.86083,58.64628611,9.989721055
6.87712,184.3290194,12.2255669
6.89393,80.52213703,5.032290024
6.90989,131.0837055,9.733204993
6.92552,20.97111775,18.29285859
6.94231,199.7614545,10.07372168
6.95835,113.7533574,5.040362532
6.97497,58.46445106,0.153721389
6.97497,196.9203726,17.48178651
6.99152,159.1693466,18.79670198
7.00894,122.5420125,9.248726891
7.04323,49.99545278,18.79086817
7.04323,72.39460468,4.94424261
7.06031,114.3957316,2.707066863
7.07794,34.88977219,1.897132669
7.09519,165.3900364,18.97040684
7.11232,62.41906092,8.534949242
7.12535,158.3655143,4.722669686
7.1458,120.7281982,13.15685802
7.16351,179.9684968,10.48385572
7.18052,132.9737539,15.321846
7.19745,97.04045513,17.65043997
7.21319,88.37029897,16.31343422
7.23045,128.0868836,0.92531757
7.24715,74.92229238,5.383316549
7.26527,38.97357222,16.27078487
7.28223,158.2704852,5.646250973
7.2999,143.1237343,0.547062582
7.318,6.077990557,8.590301568
7.33372,12.44674105,15.01684479
7.3513,185.4235268,10.0990702
7.36907,32.74311988,12.92175
7.38632,35.78048387,3.55719289
7.40322,138.5726567,18.53772911
7.41969,144.4040731,12.50002205
7.43669,176.2767687,17.3209698
7.45405,166.7849769,1.485515314
7.47127,31.08082258,3.089191571
7.48772,35.08411958,2.134563118
7.50461,116.1278012,6.054493836
7.5222,59.35553339,4.548304305
7.53959,181.8012743,15.30829549
7.55658,133.948314,9.595589926
7.57475,188.9149725,19.26956825
7.59248,10.35173225,0.136979924
7.60889,130.7776833,16.10726491
7.62559,30.38383168,9.908438614
7.64267,142.1374684,9.127013091
7.65986,121.5328987,13.12263584
7.67821,9.184238421,16.51958048
7.69546,187.5567556,12.7358302
7.713,27.91809344,2.277723039
7.73063,46.5526496,11.56247184
7.74695,162.3589712,18.33755081
7.76515,127.3793343,3.163514644
7.78312,20.1179283,2.372104046
7.80033,179.3622303,9.303664231
7.81732,176.1027009,6.523014884
7.83454,120.9978179,4.10937206
7.85147,184.4235147,15.58090343
7.86834,171.2099228,1.516826391
7.88577,32.31647016,2.504896703
7.90358,42.86213179,14.25786888
7.92131,138.21499,18.73212077
7.9391,70.93406779,8.650377369
7.95705,88.09933197,7.034359751
7.97462,12.35105292,14.45239201
7.99318,9.056024447,2.91300118
8.01154,73.6053631,4.152693323
8.02902,39.72382174,19.61913584
8.04627,198.6860955,18.64997421
8.06442,130.8879322,1.639583926
8.08312,161.3694582,4.770312816
8.10059,127.7916372,5.753568124
8.11911,23.68021146,2.09604153
8.13641,69.77940437,15.98583692
8.15316,69.2913579,6.414092535
8.17105,96.87397158,9.438729304
8.19002,21.55225633,8.432183873
8.21054,120.510149,12.21085738
8.22997,106.7186864,0.726558471
8.25054,68.34248235,7.531938209
8.26913,139.1919723,16.1936836
8.29001,115.3910961,13.68305402
8.3098,152.6321165,15.5777998
8.33024,134.5157508,18.24964835
8.34858,132.6889495,8.048336248
8.3659,145.4585354,3.341937946
8.38456,99.11982782,5.194601699
8.40455,62.49727674,8.360791264
8.42404,111.3911678,8.964534917
8.44256,121.7862367,19.25581666
8.461,199.5723658,2.013759445
8.48008,84.79115736,12.52776831
8.49925,93.81635646,16.15499636
8.51941,134.1187894,13.26087835
8.53861,128.58438,18.75379773
8.55835,1.102111827,3.247238655
8.57752,170.7184913,12.90016273
8.59735,90.32958611,9.887567149
8.61528,90.31186379,0.909818432
8.90358,118.5655076,12.81340771
8.9234,154.6964742,8.816706719
8.94196,117.9572578,14.13569984
8.96134,172.523714,2.9771878
8.98044,134.6667898,0.833995694
9.00081,194.8888769,9.375632685
9.02086,198.8406667,0.83841491
9.04103,25.07337008,7.909051661
9.06115,173.5399417,14.43082819
9.08201,170.3279861,0.982918569
9.1009,119.2883141,17.94128639
9.12035,132.3875072,1.700759177
9.13906,25.7808191,3.143577331
9.15842,136.2279458,5.447517445
9.17755,31.79689524,0.844732986
9.19888,27.73309326,5.875726354
9.19888,162.8739025,14.16107183
9.21799,106.5557239,12.01589386
9.23801,80.92748155,3.675286236
9.25962,37.24537908,17.25271261
9.28142,99.50594027,18.74281982
9.30211,11.27473227,3.810912519
9.32318,37.80031787,5.205128916
9.34554,111.8623472,17.0805384
9.36593,137.8476446,8.850712055
9.38643,41.15268996,10.155092
9.40756,20.7689476,8.083197524
9.42557,31.03511368,6.007683359
9.44683,114.5390633,14.08539368
9.46809,177.0460454,7.02943702
9.48887,104.2374324,18.56062229
9.51004,177.0135868,16.20961643
9.53224,194.4549308,1.325496147
9.55597,168.4636875,11.31843464
9.57895,178.1321122,4.546554027
9.60142,33.40672242,19.48736308
9.62397,21.23550391,9.393541778
9.64699,46.54228445,16.03235698
9.67046,185.7362031,17.25798178
9.69374,78.44882115,19.11373923
9.7157,59.2231582,19.63842828
9.74141,165.8883402,4.055641055
9.76375,104.4741538,9.140242328
9.78686,110.6000743,12.4091162
9.81031,187.2730773,10.96030898
9.83391,8.290863116,17.60627522
9.85734,73.49953906,0.320969351
9.87968,19.90908397,9.842490087
9.90224,93.00021231,2.044614964
9.92533,185.3412892,0.224759067
9.97194,44.30100099,6.580926084
9.99627,184.1620304,10.32128162
10.0166,111.3086334,6.813424592
10.0284,186.3197226,11.36244921
10.0522,47.81737491,0.786362718
10.0644,108.6350785,11.85279334
10.0759,178.7649923,17.69172288
10.0995,173.1392893,9.522531718
10.1113,132.5159087,11.26002205
10.1225,146.7705192,16.58221867
10.1342,186.6750727,2.174019169
10.1474,178.8789473,4.394196023
10.1601,183.5297232,18.55224395
10.1728,130.908096,11.60291961
10.1728,198.4870597,10.30161494
10.1862,96.53659014,13.77243335
10.1991,192.2720187,10.19824025
10.2124,129.5556565,11.08551215
10.2255,162.4361554,17.80450667
10.2392,153.3517637,10.9838932
10.2521,11.43176401,3.278023441
10.2641,15.63796155,13.23640391
10.2761,148.2140894,17.35379251
10.288,99.53402027,7.80395522
10.3001,1.388268078,4.929751245
10.3132,119.9676655,4.608579911
10.3238,191.3474025,6.724734254
10.3363,28.32288101,14.1153669
10.3502,2.871224826,2.26206744
10.3643,146.1945111,4.647440759
10.3897,120.4619648,11.31350026
10.4016,88.35462989,13.39825164
10.4141,6.51021752,8.851143544
10.428,109.0156608,19.52207008
10.4399,37.9033476,2.261237893
10.4399,2.846472057,19.07407316
10.4528,138.8000661,16.33684521
10.4683,83.47479299,16.68849312
10.4683,37.87317577,10.18659585
10.4814,63.26962005,1.465427209
10.494,188.1599591,0.206471316
10.509,18.05529852,11.75641549
10.522,88.28635571,7.340674197
10.537,139.142494,9.785554532
10.551,149.1015687,17.36523001
10.565,30.01036995,8.035145487
10.58,36.11623132,10.17100935
10.593,194.9120024,1.778597773
10.606,106.9587771,14.2270631
10.62,16.16677266,12.87443496
10.634,1.113265086,4.371207665
10.648,60.28180863,9.740461694
10.662,136.8042283,3.4336898
10.678,51.6515609,19.93576115
10.692,161.4958625,16.16605671
10.706,64.2087442,5.687177723
10.72,70.89020445,6.941635572
10.734,110.6222719,10.94613292
10.747,97.33497488,19.07570529
10.762,196.142144,17.28496779
10.762,169.6207715,11.24216301
10.792,35.16703986,12.38991772
10.806,41.83049583,18.27674618
10.819,129.5204773,10.85827168
10.819,88.06532825,6.187336917
10.833,4.301715966,9.524884999
10.847,199.0825417,9.56733558
10.862,1.296780242,17.29329659
10.877,158.2829905,3.362816067
10.891,42.19149628,7.854034962
10.921,43.09262798,15.74833446
10.937,90.05870617,19.01840271
10.951,73.50022464,4.045347399
10.965,28.82633083,16.4766091
10.98,66.14438665,16.92570163
10.995,189.1168961,13.26624207
11.011,47.48984188,12.08991753
11.025,102.5220297,3.062525129
11.039,124.7966454,5.827836234
11.057,192.8280536,15.6379091
11.071,8.837301021,6.914920492
11.087,135.8134648,16.92123001
11.101,48.88178936,18.04645609
11.12,147.3960638,0.158284784
11.135,149.8983081,1.684558887
11.149,198.166548,5.53078439
11.163,115.0007739,7.791094739
11.18,106.5081473,18.28426787
11.462,37.01729699,10.86969807
11.479,174.1162841,14.24254494
11.496,14.77090763,11.46996158
11.512,188.4894988,3.940436258
11.527,182.3607402,12.10366091
11.542,129.6292754,7.261944274
11.558,152.6099833,7.763702114
11.576,104.1438371,9.695717816
11.594,155.303104,15.41277867
11.611,44.13642425,17.90839016
11.628,186.1798221,11.81630734
11.647,59.88017169,11.11591093
11.666,189.2916235,16.04180838
11.666,189.4227736,16.81670879
11.69,26.5897031,5.967744856
11.723,19.66530056,9.358469589
11.755,46.63779936,5.12283183
11.79,105.9044154,2.832619208
11.823,118.0258958,7.872904071
11.857,58.25212135,2.648164042
11.889,151.5175042,13.8326592
11.922,115.4919972,6.815268986
11.959,126.6440999,19.73531164
11.993,186.6957173,14.22891939
12.029,143.7412776,2.064920377
12.063,28.74784834,0.368860796
12.104,108.4098891,2.208559128
12.14,61.97494634,8.774596292
12.174,157.8398757,10.76045068
12.213,139.3865318,3.534090467
12.246,159.1001802,3.134602589
12.28,82.68138884,2.777476753
12.322,143.1998085,4.99977154
12.322,176.7012233,0.670797311
12.401,43.89066671,13.41936873
12.438,134.5420339,18.05194922
12.475,134.126749,4.135148596
12.511,41.96276677,1.983747885
12.55,189.6238989,7.310065968
12.588,181.0452855,12.850257
12.628,77.20641322,11.01179551
12.666,102.2542067,19.31140127
12.705,190.3393596,15.46571629
12.745,36.24676557,7.727538683
12.779,13.26295492,12.30972512
12.817,87.27736247,7.713830567
12.854,11.04487412,0.296591695
12.887,142.4128475,15.93349527
12.92,118.7237212,19.5380379
12.948,82.19864714,19.34694046
12.973,57.8916727,17.32242095
12.993,196.0515216,0.983774842
13.014,21.16545717,16.6294503
13.035,198.721276,11.04650622
13.055,108.6139232,5.087788615
13.079,5.703455298,7.792138445
13.102,78.72249657,2.902157174
13.122,131.3742122,9.16913834
13.145,5.504641488,5.453261695
13.173,132.1618719,5.443166752
13.205,132.4416053,11.83418365
13.236,115.2929049,19.84379884
13.262,87.95404095,19.58755057
13.742,50.74764448,4.853757612
13.762,91.16647245,12.96437486
13.802,24.71968253,11.74177375
13.821,145.8650582,19.17248199
13.841,76.21193592,4.414059368
13.862,76.18486257,13.40726564
